"row ID","Age","Employment class","Fnlwgt","Education level","Education years","Marital status","Occupation","Relationship status","Race","Sex","Capital gain","Capital loss","Work hours per week","Native country","Salary","Prediction (Salary)"
"7158",18,"Private",148952,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,24,"United-States",,"<=50K"
"7163",52,"Self-emp-inc",81436,"Prof-school",15,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",,">50K"
"7164",44,"Self-emp-inc",352971,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",,">50K"
"7170",41,"Private",171615,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"United-States",,">50K"
"7171",64,"Self-emp-not-inc",149698,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",,">50K"
"7172",25,"Private",71351,"1st-4th",2,"Never-married","Other-service","Other-relative","White","Male",0,0,25,"El-Salvador",,"<=50K"
"7173",63,"Private",84737,"7th-8th",4,"Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male",0,0,40,"South",,"<=50K"
"7176",27,"Private",199314,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"Poland",,"<=50K"
"7177",63,"Self-emp-not-inc",289741,"Masters",14,"Married-civ-spouse","Farming-fishing","Husband","White","Male",41310,0,50,"United-States",,"<=50K"
"7178",37,"Private",240837,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,30,"United-States",,"<=50K"
"7181",54,"Private",21698,"10th",6,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"7185",51,"Local-gov",182985,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",,"<=50K"
"7195",41,"Private",173858,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male",0,0,40,"China",,"<=50K"
"7212",40,"Private",178417,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"United-States",,"<=50K"
"7219",26,"Private",485117,"Bachelors",13,"Never-married","Transport-moving","Own-child","White","Male",0,0,20,"United-States",,"<=50K"
"7221",37,"Private",175390,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","Black","Female",0,0,40,"United-States",,"<=50K"
"7223",43,"Local-gov",174395,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",,"<=50K"
"7231",21,"Private",206681,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States",,"<=50K"
"7233",40,"Private",137304,"Bachelors",13,"Divorced","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States",,"<=50K"
"7235",60,"Self-emp-not-inc",218085,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","Black","Female",0,0,50,"United-States",,"<=50K"
"7238",21,"Private",191444,"11th",7,"Never-married","Farming-fishing","Unmarried","White","Male",0,0,40,"United-States",,"<=50K"
"7240",43,"Private",172577,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,44,"United-States",,"<=50K"
"7249",41,"Federal-gov",253770,"Some-college",10,"Married-civ-spouse","Transport-moving","Wife","White","Female",7298,0,40,"United-States",,">50K"
"7250",80,"Private",252466,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,24,"United-States",,"<=50K"
"7251",59,"State-gov",132717,"10th",6,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"7253",39,"Private",280570,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",3103,0,50,"United-States",,"<=50K"
"7257",33,"Private",197424,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",5013,0,40,"United-States",,"<=50K"
"7264",26,"Private",333108,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"7268",17,"Private",170455,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,8,"United-States",,"<=50K"
"7273",65,"Private",143175,"Some-college",10,"Widowed","Sales","Other-relative","White","Female",0,0,45,"United-States",,"<=50K"
"7275",19,"Private",285750,"HS-grad",9,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,30,"United-States",,"<=50K"
"7277",39,"Local-gov",170382,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,50,"England",,">50K"
"7281",36,"Private",47310,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Female",0,0,40,"United-States",,"<=50K"
"7282",33,"Private",214635,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,36,"Haiti",,"<=50K"
"7284",49,"State-gov",423222,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",99999,0,80,"United-States",,">50K"
"7286",70,"Self-emp-inc",272896,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",,">50K"
"7287",39,"Private",232854,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"7294",47,"Private",249935,"11th",7,"Divorced","Craft-repair","Own-child","White","Male",0,0,8,"United-States",,"<=50K"
"7301",41,"Private",256647,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States",,"<=50K"
"7306",44,"Federal-gov",113597,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",,">50K"
"7311",41,"Private",41090,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,2002,60,"United-States",,"<=50K"
"7316",40,"Private",99373,"10th",6,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"7317",47,"Local-gov",109705,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"7320",50,"Private",38310,"7th-8th",4,"Divorced","Other-service","Other-relative","White","Female",0,0,40,"United-States",,"<=50K"
"7323",33,"Private",69311,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"7324",34,"Federal-gov",143766,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"7327",26,"Private",59367,"Bachelors",13,"Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,40,"United-States",,"<=50K"
"7328",55,"Private",35551,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"7329",66,"Private",236784,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,8,"Cuba",,"<=50K"
"7330",43,"Local-gov",193755,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"7331",37,"Private",315291,"Bachelors",13,"Never-married","Adm-clerical","Other-relative","Black","Female",0,0,40,"United-States",,"<=50K"
"7348",54,"Private",327769,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"7353",37,"Self-emp-not-inc",29054,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States",,"<=50K"
"7362",26,"Self-emp-inc",366662,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,50,"United-States",,"<=50K"
"7363",36,"Local-gov",113337,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,42,"United-States",,">50K"
"7364",47,"Private",387468,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"Scotland",,">50K"
"7366",41,"Private",332703,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","Other","Female",0,625,40,"United-States",,"<=50K"
"7369",37,"Local-gov",160910,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",7298,0,40,"United-States",,">50K"
"7373",28,"Private",365411,"9th",5,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,42,"United-States",,"<=50K"
"7374",28,"Private",205337,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"7376",44,"Private",197462,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"7385",35,"Private",219902,"Assoc-voc",11,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States",,"<=50K"
"7388",33,"Private",132601,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States",,">50K"
"7395",46,"Private",358886,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"7396",36,"Private",248708,"Assoc-acdm",12,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"7399",29,"Private",253799,"12th",8,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,42,"England",,"<=50K"
"7402",42,"Self-emp-not-inc",343609,"Some-college",10,"Separated","Other-service","Unmarried","Black","Female",0,0,50,"United-States",,"<=50K"
"7403",26,"Private",216010,"HS-grad",9,"Separated","Exec-managerial","Own-child","White","Female",0,0,40,"United-States",,"<=50K"
"7412",48,"Self-emp-not-inc",246891,"Prof-school",15,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States",,"<=50K"
"7413",70,"Self-emp-inc",243436,"9th",5,"Divorced","Sales","Not-in-family","White","Male",0,0,45,"United-States",,"<=50K"
"7415",58,"Private",56331,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",,">50K"
"7416",41,"Private",190591,"Assoc-acdm",12,"Divorced","Exec-managerial","Not-in-family","Black","Female",0,0,40,"Jamaica",,"<=50K"
"7418",42,"Self-emp-inc",23510,"Masters",14,"Divorced","Exec-managerial","Unmarried","Asian-Pac-Islander","Male",0,2201,60,"India",,">50K"
"7423",48,"Self-emp-not-inc",296066,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States",,">50K"
"7429",22,"Private",113936,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"7430",43,"Self-emp-not-inc",316820,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,84,"United-States",,"<=50K"
"7436",57,"Self-emp-inc",199768,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,30,"United-States",,">50K"
"7438",31,"Private",154297,"HS-grad",9,"Never-married","Sales","Unmarried","Black","Female",0,0,24,"United-States",,"<=50K"
"7440",17,"Private",93235,"12th",8,"Never-married","Other-service","Own-child","White","Female",0,1721,25,"United-States",,"<=50K"
"7443",30,"Private",167990,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",,">50K"
"7445",44,"Private",151089,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,60,"United-States",,">50K"
"7448",37,"Private",344480,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,65,"United-States",,"<=50K"
"7450",32,"Private",105938,"HS-grad",9,"Divorced","Machine-op-inspct","Own-child","Black","Female",0,0,40,"United-States",,"<=50K"
"7462",71,"Private",118876,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,14,"United-States",,"<=50K"
"7463",55,"Local-gov",223716,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","Amer-Indian-Eskimo","Female",0,0,40,"United-States",,"<=50K"
"7464",85,"Self-emp-not-inc",166027,"HS-grad",9,"Widowed","Sales","Not-in-family","White","Female",0,0,50,"United-States",,"<=50K"
"7469",57,"Private",195876,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"7473",28,"Private",44216,"HS-grad",9,"Never-married","Protective-serv","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,"United-States",,"<=50K"
"7478",34,"Private",213226,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,65,"United-States",,"<=50K"
"7479",22,"Private",167787,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"7482",26,"Private",213412,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"7486",43,"Private",81243,"Bachelors",13,"Divorced","Tech-support","Not-in-family","White","Male",0,1876,40,"United-States",,"<=50K"
"7487",43,"Private",195258,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,">50K"
"7490",51,"Private",99064,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",5013,0,40,"United-States",,"<=50K"
"7492",43,"Self-emp-inc",155293,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",,">50K"
"7493",68,"Private",204082,"Some-college",10,"Widowed","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States",,"<=50K"
"7494",34,"State-gov",216283,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,45,"United-States",,">50K"
"7496",22,"Private",297380,"HS-grad",9,"Never-married","Sales","Own-child","Black","Female",0,0,40,"United-States",,"<=50K"
"7497",32,"Private",425622,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,55,"United-States",,"<=50K"
"7503",52,"Private",177366,"HS-grad",9,"Separated","Other-service","Other-relative","White","Female",0,0,20,"United-States",,"<=50K"
"7513",44,"Private",151089,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United-States",,">50K"
"7518",46,"Private",26781,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States",,"<=50K"
"7519",59,"Private",31782,"10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States",,">50K"
"7522",35,"Private",240467,"HS-grad",9,"Married-spouse-absent","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States",,"<=50K"
"7523",27,"Private",263614,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",,">50K"
"7525",43,"Federal-gov",263502,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"7536",35,"Local-gov",300681,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","Black","Male",7298,0,35,"United-States",,">50K"
"7537",43,"Local-gov",598995,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","Black","Female",0,0,42,"United-States",,"<=50K"
"7538",57,"Federal-gov",140711,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",,">50K"
"7548",33,"Private",121195,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","Other","Male",0,0,50,"United-States",,"<=50K"
"7563",43,"Self-emp-not-inc",35034,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,21,"United-States",,"<=50K"
"7565",30,"State-gov",270218,"Bachelors",13,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States",,"<=50K"
"7566",25,"Private",254933,"11th",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"7569",73,"Private",336007,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2246,40,"United-States",,">50K"
"7574",22,"Private",203182,"Some-college",10,"Separated","Sales","Unmarried","White","Female",0,0,43,"United-States",,"<=50K"
"7581",31,"State-gov",59969,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Other-relative","White","Female",0,0,35,"United-States",,"<=50K"
"7592",35,"Private",361888,"Some-college",10,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,0,40,"United-States",,"<=50K"
"7594",35,"Self-emp-not-inc",176101,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,80,"United-States",,"<=50K"
"7598",29,"Private",136017,"10th",6,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,48,"United-States",,"<=50K"
"7607",42,"Self-emp-not-inc",120837,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,2042,48,"United-States",,"<=50K"
"7610",31,"Private",86492,"Assoc-voc",11,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,30,"United-States",,">50K"
"7611",90,"Private",206667,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",,">50K"
"7618",40,"Private",195488,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,45,"United-States",,"<=50K"
"7630",46,"Local-gov",148995,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",4787,0,45,"United-States",,">50K"
"7632",39,"Private",160123,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"7635",45,"Private",138626,"Assoc-voc",11,"Divorced","Exec-managerial","Not-in-family","White","Male",2174,0,50,"United-States",,"<=50K"
"7636",46,"Private",102359,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"7642",49,"Self-emp-inc",38819,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",,">50K"
"7650",29,"Private",53434,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",,"<=50K"
