ID,Width,Depth,Age,Employment class,Fnlwgt,Education level,Education years,Marital status,Occupation,Relationship status,Race,Sex,Capital gain,Capital loss,Work hours per week,Native country,Salary
193,"[17,27]","[17,24]",38, Federal-gov,125933, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran, >50K
194,"[17,27]","[17,24]",28, Private,88419, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
195,"[17,27]","[17,24]",46, State-gov,102628, Masters,14, Widowed, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
196,"[17,27]","[17,24]",51, Private,96062, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, >50K
197,"[17,27]","[17,24]",21, Private,312956, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
198,"[17,27]","[17,24]",23, Private,115458, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
199,"[17,27]","[17,24]",58, Private,259014, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
200,"[17,27]","[17,24]",17, Private,245918, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
201,"[17,27]","[17,24]",24, Private,279472, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,7298,0,48, United-States, >50K
202,"[17,27]","[17,24]",22, State-gov,293364, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, United-States, <=50K
203,"[17,27]","[17,24]",43, Self-emp-not-inc,241895, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States, <=50K
204,"[17,27]","[17,24]",42, Private,111949, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
205,"[17,27]","[17,24]",35, Private,92440, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
206,"[17,27]","[17,24]",52, Private,190762, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
207,"[17,27]","[17,24]",29, Private,188401, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
208,"[17,27]","[17,24]",35, Private,285020, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
209,"[17,27]","[17,24]",41, Private,193626, HS-grad,9, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
210,"[17,27]","[17,24]",33, Private,178107, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
211,"[17,27]","[17,24]",24, Private,388093, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
212,"[17,27]","[17,24]",35, Private,229328, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States, <=50K
213,"[17,27]","[17,24]",35, Private,54576, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
214,"[17,27]","[17,24]",24, Private,354351, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
215,"[17,27]","[17,24]",23, ?,99399, Some-college,10, Never-married, ?, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
216,"[17,27]","[17,24]",30, Private,369027, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, United-States, <=50K
217,"[17,27]","[17,24]",30, Private,124187, HS-grad,9, Never-married, Farming-fishing, Own-child, Black, Male,0,0,60, United-States, <=50K
218,"[17,27]","[17,24]",47, Self-emp-not-inc,165039, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
219,"[17,27]","[17,24]",21, Private,226181, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
220,"[17,27]","[17,24]",70, ?,167358, 9th,5, Widowed, ?, Unmarried, White, Female,1111,0,15, United-States, <=50K
221,"[17,27]","[17,24]",42, Private,247019, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
222,"[17,27]","[17,24]",24, Private,172146, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1721,40, United-States, <=50K
223,"[17,27]","[17,24]",17, Private,102726, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
224,"[17,27]","[17,24]",35, Private,203628, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
225,"[17,27]","[17,24]",31, Private,118710, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, United-States, >50K
226,"[17,27]","[17,24]",28, Private,296450, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
227,"[17,27]","[17,24]",43, Private,177937, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, ?, >50K
228,"[17,27]","[17,24]",36, Private,131414, Some-college,10, Never-married, Sales, Not-in-family, Black, Female,0,0,36, United-States, <=50K
229,"[17,27]","[17,24]",22, Private,151790, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,30, Germany, <=50K
230,"[17,27]","[17,24]",59, ?,192130, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,16, United-States, <=50K
231,"[17,27]","[17,24]",62, Local-gov,291175, Bachelors,13, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, <=50K
232,"[17,27]","[17,24]",59, Private,142182, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
233,"[17,27]","[17,24]",28, Self-emp-inc,142712, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
234,"[17,27]","[17,24]",24, Private,309055, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
235,"[17,27]","[17,24]",33, Private,258498, Some-college,10, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,60, United-States, <=50K
236,"[17,27]","[17,24]",40, Private,170108, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
237,"[17,27]","[17,24]",51, Private,138022, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
238,"[17,27]","[17,24]",33, Local-gov,298785, 10th,6, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
239,"[17,27]","[17,24]",63, Private,254907, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
240,"[17,27]","[17,24]",41, Private,349221, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Female,0,0,35, United-States, <=50K
241,"[17,27]","[17,24]",45, Private,167187, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
242,"[17,27]","[17,24]",37, Self-emp-not-inc,241998, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,5, United-States, >50K
243,"[17,27]","[17,24]",32, Private,101709, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
244,"[17,27]","[17,24]",44, Self-emp-not-inc,167280, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
245,"[17,27]","[17,24]",47, Private,106544, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
246,"[17,27]","[17,24]",41, Self-emp-not-inc,203451, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
247,"[17,27]","[17,24]",35, Private,186035, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
248,"[17,27]","[17,24]",27, Private,147340, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
249,"[17,27]","[17,24]",50, Private,287927, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,16, United-States, <=50K
250,"[17,27]","[17,24]",59, Private,106748, 7th-8th,4, Married-civ-spouse, Other-service, Wife, White, Female,0,0,99, United-States, <=50K
251,"[17,27]","[17,24]",64, Private,133144, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K
252,"[17,27]","[17,24]",62, Self-emp-inc,24050, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
253,"[17,27]","[17,24]",25, Private,190650, Bachelors,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
254,"[17,27]","[17,24]",41, Private,120277, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
255,"[17,27]","[17,24]",28, Private,185127, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,54, United-States, <=50K
256,"[17,27]","[17,24]",39, Private,258037, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, ?, <=50K
257,"[17,27]","[17,24]",21, ?,415913, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
258,"[17,27]","[17,24]",35, Private,142874, Assoc-acdm,12, Married-spouse-absent, Sales, Own-child, Black, Female,0,0,36, United-States, <=50K
259,"[17,27]","[17,24]",48, Private,278530, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
260,"[17,27]","[17,24]",43, Local-gov,188291, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
261,"[17,27]","[17,24]",41, Local-gov,213019, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
262,"[17,27]","[17,24]",30, Federal-gov,321990, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,48, Cuba, >50K
263,"[17,27]","[17,24]",56, Private,178202, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
264,"[17,27]","[17,24]",47, Private,178341, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,46, United-States, >50K
265,"[17,27]","[17,24]",43, Private,96483, HS-grad,9, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, South, <=50K
266,"[17,27]","[17,24]",38, Private,89559, Some-college,10, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, Germany, <=50K
267,"[17,27]","[17,24]",36, Local-gov,137314, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
268,"[17,27]","[17,24]",35, Private,261646, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, United-States, <=50K
269,"[17,27]","[17,24]",53, Private,189511, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
270,"[17,27]","[17,24]",54, Private,198546, Masters,14, Widowed, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
271,"[17,27]","[17,24]",34, Self-emp-inc,202450, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
272,"[17,27]","[17,24]",21, Private,136975, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
273,"[17,27]","[17,24]",58, Private,196643, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
274,"[17,27]","[17,24]",19, Private,162954, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
275,"[17,27]","[17,24]",23, State-gov,283499, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
276,"[17,27]","[17,24]",67, Private,118363, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,2206,5, United-States, <=50K
277,"[17,27]","[17,24]",63, Private,34098, 10th,6, Widowed, Farming-fishing, Unmarried, White, Female,0,0,56, United-States, <=50K
278,"[17,27]","[17,24]",27, Private,144133, Bachelors,13, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,50, United-States, <=50K
279,"[17,27]","[17,24]",42, Private,68729, Some-college,10, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
280,"[17,27]","[17,24]",36, Private,230329, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
281,"[17,27]","[17,24]",35, Private,144322, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
282,"[17,27]","[17,24]",48, Private,47022, HS-grad,9, Widowed, Handlers-cleaners, Other-relative, White, Female,0,0,48, United-States, <=50K
283,"[17,27]","[17,24]",26, Private,255193, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,3411,0,40, United-States, <=50K
284,"[17,27]","[17,24]",39, Private,89419, Assoc-voc,11, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
285,"[17,27]","[17,24]",44, Private,106900, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,68, United-States, <=50K
286,"[17,27]","[17,24]",56, Private,99894, 10th,6, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,30, Japan, >50K
287,"[17,27]","[24,29]",26, Private,306513, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
288,"[17,27]","[24,29]",54, Local-gov,375134, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
289,"[17,27]","[24,29]",54, Private,97778, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
290,"[17,27]","[24,29]",39, Private,115076, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
291,"[17,27]","[24,29]",40, Private,137304, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
292,"[17,27]","[24,29]",21, Private,40767, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
293,"[17,27]","[24,29]",36, Self-emp-not-inc,409189, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
294,"[17,27]","[24,29]",28, Private,111696, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,1974,40, United-States, <=50K
295,"[17,27]","[24,29]",24, Private,176189, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
296,"[17,27]","[24,29]",47, Local-gov,109705, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
297,"[17,27]","[24,29]",50, Private,38310, 7th-8th,4, Divorced, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
298,"[17,27]","[24,29]",40, Private,198873, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,30, United-States, >50K
299,"[17,27]","[24,29]",46, Private,219611, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
300,"[17,27]","[24,29]",42, Self-emp-inc,23510, Masters,14, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,2201,60, India, >50K
301,"[17,27]","[24,29]",31, Private,154297, HS-grad,9, Never-married, Sales, Unmarried, Black, Female,0,0,24, United-States, <=50K
302,"[17,27]","[24,29]",37, Private,344480, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
303,"[17,27]","[24,29]",40, ?,253370, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,35, United-States, >50K
304,"[17,27]","[24,29]",34, Private,213226, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,65, United-States, >50K
305,"[17,27]","[24,29]",28, Private,308136, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
306,"[17,27]","[24,29]",30, Private,228406, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
307,"[17,27]","[24,29]",43, Private,154210, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,2829,0,60, China, <=50K
308,"[17,27]","[24,29]",42, Private,344624, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,50, United-States, >50K
309,"[17,27]","[24,29]",47, Private,217161, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female,0,0,14, United-States, <=50K
310,"[17,27]","[24,29]",42, Self-emp-not-inc,120837, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2042,48, United-States, <=50K
311,"[17,27]","[24,29]",23, Private,214635, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
312,"[17,27]","[24,29]",44, Private,163215, 12th,8, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
313,"[17,27]","[24,29]",49, Private,297884, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4064,0,50, United-States, <=50K
314,"[17,27]","[24,29]",32, Private,317378, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,10520,0,40, United-States, >50K
315,"[17,27]","[24,29]",29, Private,331875, 12th,8, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
316,"[17,27]","[24,29]",21, Private,275291, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
317,"[17,27]","[24,29]",30, Private,32008, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,72, United-States, <=50K
318,"[17,27]","[24,29]",25, Private,204338, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
319,"[17,27]","[24,29]",45, Private,259323, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
